Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
44,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married," 7,978 "," 14,075 ", 1 ,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,Yes
28,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married," 3,867 "," 14,222 ", 1 ,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,No
51,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single," 2,838 "," 4,257 ", -   ,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,No
30,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single," 4,695 "," 12,858 ", 7 ,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,No
29,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced," 3,339 "," 17,285 ", 3 ,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,Yes
28,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single," 2,080 "," 4,732 ", 2 ,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,No
25,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single," 2,096 "," 18,830 ", 1 ,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,No
32,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married," 6,209 "," 11,693 ", 1 ,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,No
45,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single," 18,061 "," 13,035 ", 3 ,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,No
39,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced," 17,123 "," 17,334 ", 6 ,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2,No
58,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced," 2,372 "," 26,076 ", 1 ,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,No
32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married," 4,883 "," 22,845 ", 1 ,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,Yes
39,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single," 3,904 "," 22,154 ", -   ,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,Yes
30,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married," 4,627 "," 23,631 ", -   ,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,No
36,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married," 7,094 "," 5,747 ", 3 ,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,No
46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single," 3,423 "," 22,957 ", 6 ,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,No
28,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married," 6,674 "," 16,392 ", -   ,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,No
50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married," 16,880 "," 22,422 ", 4 ,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,No
40,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single," 9,094 "," 17,235 ", 2 ,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Yes
52,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single," 8,446 "," 21,534 ", 9 ,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,Yes
30,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married," 11,916 "," 25,927 ", 1 ,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,No
39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single," 4,534 "," 13,352 ", -   ,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,No
31,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced," 9,852 "," 8,935 ", 1 ,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,No
41,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single," 6,151 "," 22,074 ", 1 ,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,No
31,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single," 2,302 "," 8,319 ", 1 ,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,Yes
44,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married," 2,362 "," 14,669 ", 4 ,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,Yes
42,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,37,3,4,Manager,3,Married," 17,861 "," 26,582 ", -   ,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,No
55,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married," 19,187 "," 6,992 ", 4 ,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,No
56,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,99,3,5,Manager,2,Single," 19,717 "," 4,022 ", 6 ,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,No
40,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced," 3,544 "," 8,532 ", 9 ,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,No
34,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced," 8,500 "," 5,494 ", -   ,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,No
40,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single," 4,661 "," 22,455 ", 1 ,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,No
41,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced," 4,103 "," 4,297 ", -   ,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,No
35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single," 4,249 "," 2,690 ", 1 ,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,No
51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced," 14,026 "," 17,588 ", 1 ,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,No
38,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced," 6,893 "," 19,461 ", 3 ,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,No
34,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single," 6,125 "," 23,553 ", 1 ,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,No
25,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married," 3,669 "," 9,075 ", 3 ,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,No
58,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married," 10,008 "," 12,023 ", 7 ,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,Yes
40,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married," 2,387 "," 6,762 ", 3 ,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,No
36,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married," 4,639 "," 2,261 ", 2 ,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,No
48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single," 7,898 "," 18,706 ", 1 ,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,No
27,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married," 2,534 "," 6,527 ", 8 ,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,No
51,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,82,2,4,Manufacturing Director,2,Single," 13,142 "," 24,439 ", 3 ,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,No
18,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,Single," 1,611 "," 19,305 ", 1 ,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,No
35,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married," 5,363 "," 10,846 ", -   ,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,No
27,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single," 5,071 "," 20,392 ", 3 ,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,No
55,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,4,4,Sales Executive,3,Single," 13,695 "," 9,277 ", 6 ,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,Yes
56,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,Male,68,3,4,Manufacturing Director,2,Married," 13,402 "," 18,235 ", 4 ,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,No
34,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced," 2,029 "," 15,891 ", 1 ,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,No
40,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced," 6,377 "," 13,888 ", 5 ,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,No
34,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married," 5,429 "," 17,491 ", 4 ,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,No
31,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single," 2,785 "," 11,882 ", 7 ,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,Yes
35,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married," 4,614 "," 23,288 ", -   ,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Yes
38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced," 2,610 "," 15,748 ", 1 ,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,No
34,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single," 6,687 "," 6,163 ", 1 ,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,No
28,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married," 4,724 "," 24,232 ", 1 ,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,No
31,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married," 6,179 "," 21,057 ", 1 ,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Yes
39,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married," 6,120 "," 3,567 ", 3 ,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,No
51,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married," 10,596 "," 15,395 ", 2 ,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,No
41,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced," 5,467 "," 13,953 ", 3 ,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,No
37,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married," 2,996 "," 5,182 ", 7 ,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,No
33,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married," 9,998 "," 19,293 ", 6 ,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,No
32,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married," 4,078 "," 20,497 ", -   ,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,No
39,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married," 10,920 "," 3,449 ", 3 ,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,No
25,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married," 6,232 "," 12,477 ", 2 ,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,No
52,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,Married," 13,247 "," 9,731 ", 2 ,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,No
43,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single," 4,081 "," 20,003 ", 1 ,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,No
27,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married," 5,769 "," 7,100 ", 1 ,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,No
27,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single," 2,394 "," 25,681 ", 1 ,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,Yes
26,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single," 3,904 "," 4,050 ", -   ,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,No
42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married," 16,799 "," 16,616 ", -   ,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,No
52,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married," 2,950 "," 17,363 ", 9 ,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,No
37,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single," 3,629 "," 19,106 ", 4 ,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,No
35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single," 9,362 "," 19,944 ", 2 ,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,No
25,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married," 3,229 "," 4,910 ", 4 ,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,No
26,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single," 3,578 "," 23,577 ", -   ,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,No
29,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single," 7,988 "," 9,769 ", 1 ,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,No
49,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single," 4,284 "," 22,710 ", 3 ,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,Yes
29,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single," 7,553 "," 22,930 ", -   ,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,Yes
54,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,4,Female,54,3,4,Research Director,4,Single," 17,328 "," 5,652 ", 6 ,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,No
58,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married," 19,701 "," 22,456 ", 3 ,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,No
55,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced," 14,732 "," 12,414 ", 2 ,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,No
36,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single," 9,278 "," 20,763 ", 3 ,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,No
31,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single," 1,359 "," 16,154 ", 1 ,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,Yes
30,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced," 4,779 "," 12,761 ", 7 ,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,No
31,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single," 16,422 "," 8,847 ", 3 ,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,No
34,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced," 2,996 "," 20,284 ", 5 ,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,No
31,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single," 1,261 "," 22,262 ", 1 ,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
27,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married," 2,099 "," 7,679 ", -   ,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,No
36,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single," 5,810 "," 22,604 ", 1 ,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,No
36,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married," 5,647 "," 13,494 ", 4 ,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,No
47,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married," 3,420 "," 10,205 ", 7 ,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,No
25,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married," 4,400 "," 15,182 ", 3 ,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,Yes
37,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single," 3,500 "," 25,470 ", -   ,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,No
56,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married," 2,066 "," 10,494 ", 2 ,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,No
47,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married," 17,169 "," 26,703 ", 3 ,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,No
24,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married," 4,162 "," 15,211 ", 1 ,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,No
32,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,97,3,2,Sales Executive,4,Married," 9,204 "," 23,343 ", 4 ,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,No
34,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married," 3,294 "," 3,708 ", 5 ,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,No
41,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married," 2,127 "," 5,561 ", 2 ,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,No
40,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,81,3,2,Laboratory Technician,3,Divorced," 3,975 "," 23,099 ", 3 ,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,No
31,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced," 10,793 "," 8,386 ", 1 ,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,No
46,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced," 10,096 "," 15,986 ", 4 ,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,Yes
39,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,54,2,1,Laboratory Technician,1,Single," 3,646 "," 17,181 ", 2 ,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,Yes
31,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single," 7,446 "," 8,931 ", 1 ,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,Yes
45,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced," 10,851 "," 19,863 ", 2 ,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,No
31,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single," 2,109 "," 24,609 ", 9 ,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,No
31,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married," 3,722 "," 21,081 ", 6 ,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Yes
45,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,55,3,3,Manufacturing Director,4,Married," 9,380 "," 14,720 ", 4 ,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,No
48,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,96,3,2,Sales Executive,1,Divorced," 5,486 "," 24,795 ", 4 ,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,No
34,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married," 2,742 "," 3,072 ", 1 ,Y,No,15,3,4,80,0,2,0,3,2,2,2,2,Yes
40,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,55,2,3,Research Director,2,Divorced," 13,757 "," 25,178 ", 2 ,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,No
28,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,84,3,2,Sales Executive,1,Single," 8,463 "," 23,490 ", -   ,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,No
44,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single," 3,162 "," 7,973 ", 3 ,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,No
53,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,4,Male,39,4,4,Research Director,2,Single," 16,598 "," 19,764 ", 4 ,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,No
49,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,1,Male,96,3,2,Healthcare Representative,3,Married," 6,651 "," 21,534 ", 2 ,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,No
40,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474,3,Male,68,3,1,Research Scientist,3,Divorced," 2,345 "," 8,045 ", 2 ,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,No
44,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,Single," 3,420 "," 21,158 ", 1 ,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,No
33,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54,3,2,Sales Executive,1,Married," 4,373 "," 17,456 ", -   ,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,No
34,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single," 4,759 "," 15,891 ", 3 ,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,No
30,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married," 5,301 "," 2,939 ", 8 ,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,No
42,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,1,Female,74,3,1,Laboratory Technician,4,Single," 3,673 "," 16,458 ", 1 ,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,No
44,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79,3,2,Sales Executive,3,Married," 4,768 "," 9,282 ", 7 ,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,No
30,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced," 1,274 "," 7,152 ", 1 ,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,No
57,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,2,Male,93,4,2,Research Scientist,3,Married," 4,900 "," 2,721 ", -   ,Y,No,24,4,1,80,1,13,2,2,12,9,2,8,No
49,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced," 10,466 "," 20,948 ", 3 ,Y,No,14,3,2,80,2,29,3,3,8,7,0,7,No
